temperature,humidity,wind_speed,precipitation,cloud_cover,atmospheric_pressure,season,visibility,location,weather
16.0,78.0,15.0,55.0,overcast,1012.87,Summer,1.0,mountain,Rainy
11.0,50.0,14.0,15.0,overcast,1003.19,Summer,5.5,mountain,Cloudy
18.0,61.0,5.0,19.0,partly cloudy,1011.7,Spring,6.5,inland,Cloudy
1.0,65.0,8.0,62.0,overcast,996.55,Winter,5.0,mountain,Snowy
12.0,70.0,2.5,43.0,partly cloudy,1016.35,Autumn,6.5,coastal,Cloudy
12.0,22.0,1.0,,partly cloudy,858.36,Winter,3.0,inland,Cloudy
12.0,97.0,5.5,86.0,overcast,1005.53,Winter,3.0,mountain,Rainy
3.0,73.0,10.5,65.0,partly cloudy,993.69,Winter,2.5,mountain,Snowy
-7.0,79.0,13.0,86.0,overcast,989.76,Winter,1.5,mountain,Snowy
21.0,28.0,7.5,14.0,clear,1015.26,Summer,5.5,inland,Sunny
,74.0,9.0,,overcast,1000.45,Winter,8.0,inland,Cloudy
26.0,75.0,17.0,61.0,overcast,1002.64,Summer,1.0,coastal,Rainy
,82.0,17.0,50.0,overcast,988.71,Winter,4.5,mountain,Snowy
27.0,69.0,3.0,,overcast,1018.37,Spring,6.5,coastal,Cloudy
22.0,21.0,4.5,19.0,clear,1026.59,Summer,5.0,coastal,Sunny
13.0,75.0,0.5,,overcast,1006.64,Spring,8.0,mountain,Cloudy
25.0,74.0,0.0,33.0,partly cloudy,1011.2,Summer,8.0,coastal,Cloudy
30.0,81.0,17.0,51.0,overcast,995.93,Autumn,1.0,inland,Rainy
15.0,73.0,23.0,86.0,partly cloudy,990.25,Spring,1.0,coastal,Rainy
,28.0,5.0,,partly cloudy,1016.71,Winter,10.0,mountain,Sunny
,0.0,3.0,18.0,clear,1022.64,Winter,9.0,coastal,Sunny
-8.0,95.0,23.5,,overcast,985.07,Winter,3.5,inland,Snowy
5.0,36.0,14.5,,cloudy,1195.34,Autumn,16.0,inland,Rainy
21.0,97.0,19.5,74.0,overcast,996.4,Spring,3.5,inland,Rainy
17.0,51.0,10.5,21.0,overcast,1006.16,Summer,8.0,inland,Cloudy
22.0,71.0,9.5,,overcast,1018.77,Summer,3.5,coastal,Rainy
36.0,66.0,2.0,13.0,clear,1010.25,Summer,6.5,inland,Sunny
25.0,65.0,7.0,,clear,1014.06,Winter,5.0,coastal,Sunny
27.0,55.0,4.5,35.0,partly cloudy,1013.66,Spring,5.5,inland,Cloudy
,106.0,26.0,83.0,overcast,992.65,Winter,0.5,inland,Rainy
28.0,51.0,6.5,,partly cloudy,1011.58,Autumn,8.5,mountain,Sunny
34.0,69.0,7.5,32.0,overcast,1019.04,Spring,8.5,mountain,Cloudy
,86.0,1.5,76.0,overcast,990.66,Winter,2.5,inland,Snowy
16.0,58.0,7.5,38.0,partly cloudy,1001.5,Winter,7.5,coastal,Cloudy
-7.0,85.0,2.0,99.0,partly cloudy,993.79,Winter,2.5,inland,Snowy
-3.0,81.0,6.0,87.0,overcast,985.5,Winter,4.5,mountain,Snowy
,39.0,7.5,17.0,partly cloudy,1029.23,Spring,9.5,inland,Sunny
-5.0,69.0,17.0,76.0,overcast,981.49,Winter,3.5,inland,Snowy
12.0,69.0,17.5,73.0,overcast,990.32,Autumn,2.0,coastal,Rainy
,58.0,8.5,40.0,cloudy,1101.7,Winter,18.0,coastal,Snowy
10.0,98.0,14.0,97.0,overcast,1007.79,Spring,4.5,inland,Rainy
23.0,28.0,6.5,7.0,clear,1022.75,Summer,8.5,coastal,Sunny
37.0,109.0,22.0,,overcast,1019.37,Autumn,1.5,mountain,Rainy
24.0,79.0,12.0,12.0,partly cloudy,1013.39,Spring,6.0,coastal,Cloudy
36.0,96.0,36.5,,partly cloudy,996.7,Winter,3.0,mountain,Rainy
44.0,29.0,1.0,,clear,1012.63,Autumn,6.0,inland,Sunny
47.0,108.0,8.0,94.0,overcast,1003.87,Summer,10.5,mountain,Cloudy
70.0,71.0,6.5,89.0,clear,1028.88,Autumn,5.0,mountain,Sunny
30.0,72.0,5.5,97.0,overcast,1011.47,Spring,4.0,coastal,Rainy
10.0,94.0,13.5,62.0,overcast,1005.18,Autumn,5.0,coastal,Rainy
28.0,0.0,9.0,37.0,overcast,1004.99,Spring,6.0,inland,Cloudy
39.0,24.0,5.5,,partly cloudy,1025.3,Winter,7.0,coastal,Sunny
16.0,101.0,34.5,72.0,overcast,993.43,Summer,5.0,inland,Rainy
,94.0,,109.0,,,,,,Cloudy
,25.0,10.0,,clear,1016.92,Spring,8.5,mountain,Sunny
29.0,34.0,0.5,,clear,1017.92,Spring,6.0,inland,Sunny
34.0,50.0,7.5,41.0,partly cloudy,1012.99,Winter,7.0,coastal,Cloudy
29.0,61.0,14.0,33.0,overcast,1004.54,Autumn,5.5,coastal,Cloudy
9.0,0.0,27.5,,partly cloudy,1019.52,Spring,3.0,coastal,Cloudy
-6.0,103.0,8.0,,partly cloudy,995.28,Winter,1.5,mountain,Snowy
12.0,74.0,16.0,78.0,overcast,994.11,Winter,2.0,coastal,Rainy
66.0,83.0,20.5,,partly cloudy,1005.29,Summer,6.5,inland,Cloudy
,34.0,10.0,2.0,partly cloudy,1020.04,Summer,9.5,mountain,Sunny
-8.0,85.0,9.0,,partly cloudy,987.23,Winter,2.0,mountain,Snowy
29.0,95.0,15.0,,overcast,1005.12,Autumn,3.0,mountain,Rainy
37.0,50.0,2.5,9.0,clear,1016.98,Spring,7.0,inland,Sunny
-2.0,63.0,7.5,94.0,overcast,980.74,Winter,1.5,inland,Snowy
-16.0,0.0,9.0,,cloudy,1157.85,Spring,2.5,inland,Cloudy
21.0,68.0,3.0,30.0,partly cloudy,1019.34,Autumn,8.0,coastal,Cloudy
36.0,21.0,4.5,19.0,clear,1020.62,Winter,6.5,coastal,Sunny
20.0,51.0,3.5,34.0,partly cloudy,1001.09,Autumn,7.0,inland,Cloudy
21.0,76.0,7.0,57.0,overcast,1014.41,Autumn,1.5,coastal,Rainy
12.0,62.0,5.5,79.0,partly cloudy,1012.12,Winter,5.5,coastal,Rainy
12.0,77.0,4.0,45.0,partly cloudy,1008.41,Spring,8.5,inland,Cloudy
10.0,57.0,8.5,,partly cloudy,1011.7,Summer,8.0,coastal,Cloudy
,31.0,5.0,6.0,clear,1013.68,Spring,7.0,inland,Sunny
31.0,96.0,14.5,92.0,overcast,1000.22,Summer,10.0,mountain,Cloudy
13.0,97.0,8.5,96.0,overcast,1017.24,Autumn,3.5,coastal,Rainy
32.0,96.0,6.5,55.0,overcast,1002.53,Summer,2.5,coastal,Rainy
-15.0,71.0,14.5,,partly cloudy,864.56,Winter,11.5,coastal,Sunny
,81.0,7.5,104.0,overcast,1004.2,Autumn,6.0,coastal,Cloudy
23.0,43.0,5.0,7.0,clear,1021.71,Autumn,9.0,mountain,Sunny
,59.0,5.5,,partly cloudy,1001.22,Spring,7.5,inland,Cloudy
,74.0,7.0,83.0,overcast,999.2,Winter,4.0,inland,Snowy
15.0,88.0,11.0,,partly cloudy,999.44,Autumn,3.0,mountain,Rainy
,71.0,10.5,,overcast,998.57,Autumn,2.0,coastal,Rainy
0.0,60.0,5.0,,partly cloudy,995.59,Winter,1.5,mountain,Snowy
,67.0,4.5,46.0,overcast,1013.32,Spring,9.0,mountain,Cloudy
0.0,88.0,4.5,59.0,overcast,983.67,Winter,4.0,inland,Snowy
,68.0,6.0,1.0,clear,1016.28,Spring,9.5,mountain,Sunny
28.0,66.0,12.5,45.0,partly cloudy,1000.76,Winter,9.0,inland,Cloudy
24.0,66.0,9.5,,partly cloudy,1004.79,Winter,5.5,coastal,Cloudy
,,,,,,,,,Sunny
10.0,44.0,7.5,28.0,partly cloudy,933.43,Spring,3.5,mountain,Sunny
-8.0,63.0,19.5,52.0,overcast,983.82,Winter,2.0,inland,Snowy
21.0,59.0,2.5,0.0,clear,1017.02,Autumn,6.0,inland,Sunny
11.0,70.0,7.0,12.0,partly cloudy,1005.16,Autumn,7.5,coastal,Cloudy
39.0,94.0,15.5,94.0,overcast,1010.92,Autumn,1.5,mountain,Rainy
,87.0,3.5,52.0,overcast,985.21,Winter,1.0,inland,Snowy
,78.0,12.5,89.0,clear,1016.65,Autumn,8.5,mountain,Sunny
,74.0,10.5,103.0,overcast,1018.89,Autumn,6.0,inland,Rainy
27.0,77.0,0.0,30.0,overcast,1008.97,Summer,8.5,mountain,Cloudy
39.0,60.0,9.5,13.0,clear,1013.69,Spring,8.0,coastal,Sunny
1.0,102.0,35.0,90.0,overcast,988.38,Winter,4.0,mountain,Snowy
13.0,83.0,7.0,,overcast,999.27,Winter,1.5,inland,Rainy
59.0,106.0,8.5,,clear,1023.39,Winter,9.0,mountain,Sunny
-1.0,93.0,13.5,62.0,overcast,988.34,Winter,3.5,inland,Snowy
32.0,66.0,1.5,33.0,partly cloudy,1010.87,Spring,8.5,mountain,Cloudy
0.0,78.0,19.5,,overcast,998.09,Winter,2.0,mountain,Snowy
,,,,overcast,,,,,Snowy
-2.0,94.0,14.0,,partly cloudy,991.2,Winter,3.0,inland,Snowy
42.0,26.0,6.5,,clear,1011.69,Summer,7.5,inland,Sunny
11.0,86.0,16.0,64.0,overcast,990.95,Summer,2.5,coastal,Rainy
25.0,24.0,7.5,18.0,clear,1027.27,Winter,8.5,inland,Sunny
26.0,95.0,12.5,66.0,overcast,1009.96,Summer,2.5,coastal,Rainy
14.0,96.0,16.0,59.0,overcast,1016.65,Spring,4.0,inland,Rainy
-6.0,69.0,4.0,74.0,partly cloudy,982.49,Winter,4.0,mountain,Snowy
,78.0,3.0,,partly cloudy,1011.45,Summer,8.5,inland,Cloudy
28.0,0.0,4.0,5.0,clear,1018.89,Summer,9.0,coastal,Sunny
,63.0,2.5,,partly cloudy,1029.77,Autumn,9.5,mountain,Sunny
,75.0,6.0,,partly cloudy,1010.66,Summer,6.5,coastal,Cloudy
-5.0,36.0,9.0,72.0,partly cloudy,1089.04,Winter,2.0,inland,Snowy
,68.0,9.0,97.0,overcast,988.46,Winter,4.0,mountain,Snowy
31.0,59.0,14.5,20.0,overcast,1001.96,Spring,7.5,mountain,Cloudy
29.0,55.0,7.0,20.0,overcast,1019.91,Spring,5.5,inland,Cloudy
18.0,69.0,13.5,43.0,overcast,1003.49,Summer,7.5,mountain,Cloudy
17.0,54.0,1.5,,overcast,1015.92,Winter,8.5,coastal,Cloudy
32.0,59.0,7.5,43.0,overcast,1010.05,Autumn,7.0,coastal,Cloudy
32.0,78.0,6.5,31.0,overcast,968.75,Spring,5.0,inland,Sunny
40.0,96.0,1.0,88.0,clear,1021.63,Summer,7.5,mountain,Sunny
27.0,77.0,16.0,95.0,partly cloudy,1023.17,Summer,10.5,coastal,Sunny
20.0,65.0,10.0,42.0,cloudy,1080.21,Autumn,17.0,coastal,Snowy
-8.0,89.0,7.0,,partly cloudy,987.39,Winter,4.0,inland,Snowy
44.0,40.0,6.0,15.0,clear,1026.5,Autumn,6.5,mountain,Sunny
17.0,63.0,9.0,10.0,overcast,1011.5,Winter,6.5,inland,Cloudy
23.0,109.0,0.0,91.0,clear,1029.8,Spring,7.0,coastal,Sunny
17.0,65.0,15.0,,partly cloudy,1001.27,Autumn,4.0,mountain,Rainy
41.0,38.0,1.5,,clear,1028.58,Winter,9.5,inland,Sunny
13.0,65.0,6.5,86.0,cloudy,899.08,Autumn,19.0,inland,Snowy
24.0,54.0,14.5,,overcast,1017.7,Summer,5.5,coastal,Cloudy
25.0,51.0,4.0,,clear,1017.49,Summer,7.5,mountain,Sunny
,47.0,2.5,,clear,1025.67,Autumn,8.5,mountain,Sunny
31.0,106.0,30.0,76.0,overcast,1001.99,Summer,8.0,coastal,Cloudy
2.0,80.0,16.0,,overcast,996.19,Winter,1.5,mountain,Snowy
33.0,42.0,4.0,8.0,partly cloudy,1021.96,Spring,9.0,coastal,Sunny
23.0,23.0,3.5,8.0,clear,1027.69,Spring,6.5,mountain,Sunny
,61.0,,,,,,,,Rainy
35.0,29.0,9.0,,cloudy,1092.51,Autumn,16.0,inland,Cloudy
13.0,50.0,6.0,13.0,partly cloudy,1001.38,Summer,7.5,mountain,Cloudy
12.0,54.0,10.5,47.0,partly cloudy,1007.02,Spring,7.0,coastal,Cloudy
,33.0,7.5,,clear,1025.21,Spring,7.5,mountain,Sunny
23.0,63.0,3.0,18.0,clear,1024.52,Winter,8.0,inland,Sunny
23.0,104.0,3.5,,partly cloudy,1028.36,Summer,4.0,coastal,Sunny
-3.0,91.0,19.5,51.0,overcast,985.77,Winter,2.5,inland,Snowy
12.0,56.0,11.5,26.0,partly cloudy,1003.73,Winter,5.5,coastal,Cloudy
-6.0,95.0,3.5,82.0,overcast,990.75,Winter,1.0,inland,Snowy
5.0,0.0,12.5,79.0,overcast,996.81,Winter,5.0,mountain,Snowy
4.0,62.0,7.0,,overcast,991.16,Winter,4.0,mountain,Snowy
-2.0,71.0,6.0,91.0,overcast,989.38,Winter,3.0,inland,Snowy
22.0,78.0,16.5,,overcast,990.53,Summer,4.0,mountain,Rainy
29.0,83.0,17.5,81.0,overcast,1000.77,Winter,4.5,inland,Rainy
28.0,67.0,2.5,,partly cloudy,1045.99,Summer,3.0,coastal,Cloudy
3.0,74.0,15.5,,overcast,981.7,Winter,1.5,mountain,Snowy
,82.0,18.0,78.0,overcast,991.54,Spring,4.0,inland,Rainy
-10.0,75.0,8.5,94.0,overcast,990.03,Winter,4.0,mountain,Snowy
18.0,75.0,11.0,,partly cloudy,1003.14,Autumn,7.5,inland,Cloudy
39.0,39.0,3.5,16.0,partly cloudy,1014.76,Summer,8.0,inland,Sunny
,60.0,1.5,14.0,clear,1028.72,Autumn,8.5,inland,Sunny
,83.0,18.5,,overcast,992.31,Winter,4.0,mountain,Snowy
,91.0,19.5,86.0,overcast,1010.19,Winter,4.5,coastal,Rainy
-7.0,70.0,15.0,30.0,partly cloudy,1105.56,Winter,2.5,inland,Snowy
2.0,32.0,5.0,49.0,partly cloudy,904.2,Spring,3.0,inland,Sunny
,48.0,9.0,8.0,clear,1012.09,Summer,6.5,coastal,Sunny
43.0,60.0,3.5,,clear,1011.03,Spring,7.5,mountain,Sunny
,69.0,5.0,81.0,partly cloudy,994.68,Autumn,16.5,inland,Snowy
26.0,83.0,10.5,,overcast,1004.7,Summer,8.0,coastal,Cloudy
34.0,53.0,6.5,41.0,partly cloudy,1013.81,Winter,8.0,coastal,Cloudy
31.0,71.0,11.5,51.0,overcast,999.2,Winter,4.0,coastal,Rainy
16.0,103.0,17.5,95.0,overcast,1004.72,Autumn,1.5,coastal,Cloudy
-8.0,96.0,16.0,91.0,overcast,998.14,Winter,3.5,inland,Snowy
12.0,56.0,0.5,48.0,partly cloudy,1008.67,Autumn,7.0,coastal,Cloudy
31.0,95.0,5.5,,overcast,994.38,Autumn,4.5,coastal,Rainy
15.0,95.0,5.5,54.0,overcast,996.04,Winter,1.5,mountain,Rainy
20.0,79.0,9.5,40.0,partly cloudy,1004.02,Spring,5.0,mountain,Cloudy
38.0,40.0,5.0,11.0,clear,1010.5,Autumn,9.5,coastal,Sunny
,0.0,4.0,15.0,clear,1017.86,Autumn,7.5,mountain,Sunny
34.0,45.0,7.0,8.0,clear,1019.45,Winter,7.0,inland,Sunny
19.0,65.0,5.5,34.0,partly cloudy,1142.94,Winter,1.0,mountain,Sunny
27.0,72.0,15.5,57.0,overcast,991.14,Summer,4.0,coastal,Rainy
37.0,57.0,3.5,16.0,clear,1010.9,Autumn,9.5,mountain,Sunny
,,,,,,Summer,,,Rainy
-16.0,0.0,4.5,73.0,overcast,994.1,Winter,0.0,inland,Snowy
31.0,29.0,7.0,16.0,partly cloudy,1023.21,Spring,7.0,coastal,Sunny
21.0,108.0,18.0,96.0,overcast,992.8,Autumn,1.5,mountain,Rainy
3.0,0.0,19.0,74.0,overcast,986.86,Winter,3.5,inland,Snowy
20.0,21.0,9.0,9.0,partly cloudy,1013.66,Autumn,7.5,coastal,Sunny
31.0,52.0,7.0,,clear,1024.37,Summer,8.0,mountain,Sunny
39.0,34.0,3.5,5.0,clear,1016.3,Spring,7.5,inland,Sunny
80.0,76.0,3.0,93.0,clear,1014.26,Winter,3.0,inland,Sunny
16.0,50.0,9.0,32.0,partly cloudy,1000.8,Autumn,7.5,mountain,Cloudy
19.0,70.0,26.5,100.0,overcast,1012.31,Summer,2.0,inland,Rainy
-9.0,94.0,0.0,56.0,overcast,987.75,Winter,3.5,mountain,Snowy
19.0,91.0,6.5,,overcast,1016.8,Summer,2.0,coastal,Rainy
-2.0,83.0,3.5,52.0,overcast,999.04,Winter,3.5,mountain,Snowy
15.0,79.0,0.0,,partly cloudy,1015.32,Summer,6.0,coastal,Cloudy
,51.0,10.0,26.0,overcast,1098.88,Spring,18.5,mountain,Cloudy
26.0,50.0,3.0,,partly cloudy,1008.81,Summer,5.5,inland,Cloudy
18.0,98.0,21.0,,partly cloudy,1010.14,Spring,11.0,coastal,Cloudy
,65.0,6.5,3.0,clear,1021.53,Autumn,7.0,coastal,Sunny
42.0,52.0,3.0,12.0,partly cloudy,1025.53,Summer,5.5,mountain,Sunny
15.0,51.0,14.0,,partly cloudy,1006.17,Summer,7.5,mountain,Cloudy
52.0,101.0,7.0,96.0,clear,1021.67,Summer,6.5,coastal,Sunny
0.0,0.0,19.5,54.0,overcast,994.67,Winter,3.5,mountain,Snowy
-9.0,88.0,5.0,63.0,overcast,981.68,Winter,3.0,inland,Snowy
41.0,46.0,0.5,11.0,clear,1023.72,Autumn,7.0,inland,Sunny
,68.0,7.0,81.0,partly cloudy,1004.46,Summer,1.5,inland,Rainy
2.0,41.0,14.5,94.0,partly cloudy,1147.75,Winter,1.0,mountain,Snowy
26.0,68.0,6.5,32.0,overcast,1015.95,Spring,6.0,coastal,Cloudy
19.0,87.0,1.0,70.0,partly cloudy,1012.87,Winter,11.5,inland,Sunny
15.0,99.0,13.5,80.0,overcast,1002.93,Spring,9.0,coastal,Cloudy
33.0,60.0,7.0,37.0,partly cloudy,1009.8,Summer,6.0,mountain,Cloudy
26.0,71.0,4.0,,partly cloudy,1011.13,Spring,6.0,coastal,Cloudy
,94.0,5.0,53.0,partly cloudy,1000.48,Winter,4.0,coastal,Rainy
34.0,89.0,5.5,,partly cloudy,994.36,Spring,1.5,mountain,Rainy
-10.0,76.0,17.0,51.0,overcast,988.06,Winter,2.0,mountain,Snowy
45.0,95.0,3.0,107.0,overcast,1013.55,Spring,8.0,coastal,Cloudy
29.0,81.0,5.0,95.0,overcast,990.38,Winter,4.5,mountain,Rainy
24.0,94.0,5.5,58.0,overcast,999.28,Winter,1.5,coastal,Rainy
14.0,95.0,15.0,52.0,overcast,1001.31,Spring,2.5,coastal,Rainy
28.0,66.0,1.5,8.0,clear,1028.57,Winter,8.0,coastal,Sunny
16.0,79.0,12.5,65.0,partly cloudy,994.52,Spring,1.0,coastal,Rainy
17.0,66.0,9.5,28.0,partly cloudy,1006.33,Summer,6.5,coastal,Cloudy
,76.0,2.5,,overcast,1006.76,Summer,7.0,inland,Cloudy
38.0,49.0,11.5,56.0,partly cloudy,1187.38,Autumn,13.0,inland,Sunny
31.0,69.0,5.5,,partly cloudy,1010.26,Winter,4.0,coastal,Rainy
,102.0,18.0,93.0,overcast,984.22,Winter,5.5,inland,Snowy
,94.0,18.0,50.0,partly cloudy,1003.54,Summer,2.0,mountain,Rainy
19.0,0.0,9.5,14.0,overcast,1012.3,Spring,6.5,inland,Cloudy
,,,,,,,,,Rainy
4.0,74.0,8.5,,overcast,987.85,Winter,3.5,inland,Snowy
2.0,80.0,12.5,93.0,overcast,987.85,Winter,1.5,inland,Snowy
-9.0,77.0,3.0,97.0,overcast,990.49,Winter,3.0,mountain,Snowy
23.0,63.0,2.0,16.0,partly cloudy,1015.73,Spring,8.5,coastal,Cloudy
13.0,60.0,5.5,,overcast,1019.03,Spring,5.5,inland,Cloudy
,59.0,1.0,25.0,overcast,1011.4,Autumn,5.0,coastal,Cloudy
17.0,89.0,17.5,,overcast,1001.82,Spring,4.5,coastal,Rainy
41.0,20.0,1.5,13.0,clear,1028.27,Winter,9.0,mountain,Sunny
6.0,76.0,2.5,64.0,partly cloudy,1000.66,Spring,0.0,inland,Snowy
33.0,0.0,4.5,2.0,clear,1026.57,Winter,8.5,coastal,Sunny
11.0,57.0,5.0,,partly cloudy,1019.91,Summer,7.5,inland,Cloudy
,81.0,9.0,,partly cloudy,995.05,Winter,2.5,inland,Snowy
30.0,73.0,13.5,67.0,partly cloudy,1000.4,Summer,3.0,inland,Rainy
27.0,64.0,2.0,42.0,partly cloudy,1005.59,Summer,8.0,mountain,Cloudy
,91.0,5.5,,overcast,1004.63,Summer,2.0,mountain,Rainy
-2.0,60.0,11.0,,overcast,986.79,Winter,3.5,inland,Snowy
,70.0,11.0,12.0,partly cloudy,1182.77,Summer,10.5,inland,Cloudy
3.0,72.0,10.0,78.0,overcast,987.7,Winter,4.5,inland,Snowy
-8.0,92.0,5.5,54.0,overcast,999.41,Winter,3.0,mountain,Snowy
4.0,75.0,10.5,69.0,cloudy,926.46,Spring,1.5,mountain,Rainy
,71.0,4.0,,partly cloudy,1001.55,Summer,7.0,mountain,Cloudy
38.0,44.0,5.5,,partly cloudy,1015.53,Summer,9.5,inland,Sunny
22.0,57.0,5.0,2.0,clear,1026.21,Autumn,8.0,mountain,Sunny
,20.0,8.0,7.0,clear,1027.65,Spring,9.5,inland,Sunny
-8.0,60.0,6.0,77.0,overcast,983.66,Winter,2.5,inland,Snowy
47.0,72.0,11.5,108.0,clear,1019.44,Autumn,9.5,inland,Sunny
-9.0,70.0,5.0,67.0,partly cloudy,980.37,Winter,4.5,mountain,Snowy
39.0,42.0,3.0,19.0,partly cloudy,1011.63,Winter,6.0,inland,Sunny
21.0,86.0,9.5,58.0,partly cloudy,997.76,Spring,3.0,mountain,Rainy
,99.0,5.0,,partly cloudy,987.24,Winter,3.0,inland,Snowy
29.0,46.0,6.0,9.0,clear,1014.94,Spring,6.5,inland,Sunny
,60.0,6.5,75.0,overcast,998.88,Autumn,4.0,coastal,Rainy
39.0,29.0,0.5,,clear,1017.52,Spring,6.0,coastal,Sunny
,64.0,7.0,,overcast,1014.89,Summer,3.5,inland,Rainy
-1.0,82.0,3.0,,overcast,991.36,Winter,3.5,inland,Snowy
26.0,82.0,18.5,,overcast,994.41,Spring,3.0,mountain,Rainy
11.0,74.0,6.0,,overcast,1009.58,Spring,2.5,mountain,Rainy
,23.0,3.0,13.0,clear,1014.87,Summer,7.5,coastal,Sunny
12.0,75.0,19.5,66.0,partly cloudy,1019.53,Autumn,4.5,coastal,Rainy
-12.0,24.0,3.0,50.0,partly cloudy,1016.12,Summer,6.5,inland,Sunny
32.0,60.0,9.0,52.0,overcast,992.85,Winter,4.5,coastal,Rainy
24.0,80.0,32.0,84.0,overcast,1013.59,Autumn,3.0,mountain,Rainy
24.0,78.0,7.0,27.0,partly cloudy,1004.99,Summer,6.5,coastal,Cloudy
36.0,33.0,8.5,2.0,partly cloudy,1025.96,Summer,9.0,coastal,Sunny
-7.0,81.0,6.0,85.0,overcast,985.67,Winter,2.0,mountain,Snowy
21.0,58.0,7.5,16.0,overcast,1019.37,Autumn,7.5,inland,Cloudy
16.0,76.0,9.0,,overcast,1006.24,Spring,2.5,coastal,Rainy
-19.0,26.0,7.5,20.0,cloudy,879.11,Spring,13.5,mountain,Cloudy
18.0,71.0,9.0,91.0,overcast,995.69,Spring,1.0,inland,Rainy
-8.0,63.0,0.5,73.0,overcast,994.16,Winter,3.0,mountain,Snowy
,63.0,11.5,82.0,overcast,997.03,Winter,1.5,inland,Snowy
19.0,91.0,10.0,,overcast,1004.94,Winter,2.0,coastal,Rainy
35.0,40.0,7.0,5.0,partly cloudy,1013.66,Summer,9.5,inland,Sunny
-4.0,74.0,17.0,,overcast,980.29,Winter,2.5,mountain,Snowy
20.0,98.0,18.0,78.0,partly cloudy,1007.06,Autumn,2.0,coastal,Rainy
34.0,24.0,10.0,1.0,clear,1019.98,Summer,7.0,mountain,Sunny
40.0,26.0,9.0,19.0,clear,1023.2,Summer,9.0,inland,Sunny
33.0,80.0,14.0,,overcast,1016.88,Autumn,4.5,coastal,Rainy
-2.0,96.0,6.0,66.0,overcast,984.93,Winter,1.5,inland,Snowy
0.0,84.0,17.0,96.0,overcast,989.75,Winter,1.0,mountain,Snowy
,0.0,24.0,73.0,partly cloudy,981.5,Winter,1.5,inland,Snowy
34.0,67.0,18.0,88.0,overcast,1018.97,Summer,3.5,coastal,Rainy
,73.0,3.0,33.0,partly cloudy,1013.57,Spring,5.5,inland,Cloudy
2.0,100.0,27.0,,overcast,984.28,Winter,3.5,inland,Snowy
2.0,95.0,10.5,,partly cloudy,995.71,Winter,5.0,mountain,Snowy
,,,,,,,,,Snowy
-9.0,70.0,6.5,93.0,overcast,988.14,Winter,2.5,inland,Snowy
29.0,70.0,7.5,,overcast,1019.22,Spring,3.0,mountain,Rainy
14.0,65.0,17.5,74.0,overcast,1004.29,Winter,2.0,inland,Rainy
22.0,69.0,11.5,,overcast,1000.43,Summer,6.5,inland,Cloudy
21.0,90.0,15.0,83.0,overcast,995.43,Summer,1.5,mountain,Rainy
24.0,51.0,8.0,26.0,partly cloudy,1018.31,Spring,6.5,mountain,Cloudy
15.0,91.0,6.5,92.0,overcast,993.62,Spring,2.5,inland,Rainy
37.0,64.0,4.0,,cloudy,941.95,Autumn,8.5,mountain,Sunny
30.0,58.0,1.5,41.0,partly cloudy,1000.16,Summer,6.5,inland,Cloudy
20.0,63.0,20.0,55.0,overcast,1017.9,Summer,1.0,inland,Rainy
29.0,103.0,22.5,,partly cloudy,1012.64,Summer,1.5,inland,Rainy
27.0,21.0,1.5,,clear,1028.6,Autumn,6.0,inland,Sunny
36.0,78.0,12.5,,partly cloudy,1017.41,Winter,2.5,inland,Cloudy
42.0,0.0,16.5,,clear,1017.9,Spring,4.0,coastal,Sunny
-8.0,68.0,11.0,76.0,overcast,989.03,Winter,3.5,mountain,Snowy
33.0,26.0,6.5,5.0,clear,1029.26,Summer,9.5,coastal,Sunny
,64.0,15.0,54.0,overcast,990.39,Winter,1.5,inland,Snowy
10.0,77.0,11.5,79.0,partly cloudy,1002.35,Autumn,2.5,coastal,Rainy
,65.0,7.5,78.0,overcast,999.97,Winter,4.5,inland,Snowy
3.0,96.0,3.0,68.0,overcast,984.04,Winter,4.0,inland,Snowy
,60.0,12.0,79.0,partly cloudy,997.36,Winter,2.0,inland,Snowy
,24.0,10.0,12.0,cloudy,1025.6,Winter,5.0,mountain,Snowy
-10.0,97.0,4.0,93.0,partly cloudy,987.18,Winter,3.5,mountain,Snowy
34.0,0.0,4.0,46.0,overcast,1015.98,Winter,5.0,coastal,Cloudy
11.0,87.0,15.5,,partly cloudy,990.51,Winter,3.0,inland,Rainy
-5.0,0.0,3.0,,overcast,989.91,Winter,1.5,mountain,Snowy
28.0,65.0,6.5,44.0,partly cloudy,1016.96,Autumn,5.0,inland,Cloudy
18.0,63.0,1.0,15.0,partly cloudy,1001.89,Winter,9.0,inland,Cloudy
,35.0,1.0,19.0,partly cloudy,1029.78,Winter,7.0,mountain,Sunny
14.0,90.0,18.0,,overcast,991.27,Winter,2.0,inland,Rainy
,63.0,4.0,15.0,clear,1022.72,Autumn,6.5,coastal,Sunny
11.0,93.0,10.0,63.0,partly cloudy,1007.74,Autumn,5.0,mountain,Rainy
28.0,33.0,7.0,,cloudy,824.16,Summer,5.0,mountain,Sunny
20.0,67.0,0.0,48.0,partly cloudy,1010.23,Winter,7.0,mountain,Cloudy
-6.0,70.0,9.5,62.0,overcast,986.98,Winter,2.5,mountain,Snowy
11.0,87.0,19.5,84.0,overcast,1000.8,Spring,3.5,inland,Rainy
